hora_do_dia,dia_semana,tipo_endereco,taxa_historica_cep,peso_kg,volume_l,chuva_mm,temperatura_c,tentativas_anteriores,motorista_experiente,probabilidade_verdadeira,rotulo_invertido,falhou
17,MONDAY,RESIDENCIAL,0.2800,3.19,14.19,4.3,18.0,3,0,0.853211,0,1
9,SUNDAY,RESIDENCIAL,0.0800,1.98,75.27,25.0,23.7,0,0,0.193033,0,0
15,SATURDAY,CONDOMINIO,0.2200,8.29,113.00,1.0,18.0,0,1,0.167180,0,0
16,SUNDAY,COMERCIAL,0.1100,5.29,46.50,0.0,19.7,1,1,0.463130,1,0
10,FRIDAY,RESIDENCIAL,0.1100,1.95,43.57,2.5,26.4,1,1,0.148493,0,0
21,FRIDAY,RESIDENCIAL,0.0500,2.68,31.43,3.0,24.2,0,0,0.149532,0,0
1,SUNDAY,COMERCIAL,0.2200,5.89,77.46,0.0,27.3,0,0,0.594618,0,0
10,FRIDAY,RESIDENCIAL,0.3100,3.39,25.85,0.0,23.6,2,1,0.487540,0,0
15,WEDNESDAY,COMERCIAL,0.1500,1.54,33.66,0.0,18.8,2,1,0.437612,0,1
16,TUESDAY,RESIDENCIAL,0.1500,1.64,23.93,0.0,17.0,0,0,0.093360,0,0
17,WEDNESDAY,RESIDENCIAL,0.0600,3.25,24.44,1.3,21.0,0,1,0.047314,0,0
11,THURSDAY,RESIDENCIAL,0.1900,2.37,46.67,0.0,19.7,1,1,0.161099,0,0
8,WEDNESDAY,COMERCIAL,0.0900,1.02,22.97,0.0,28.0,0,1,0.056646,0,0
15,THURSDAY,COMERCIAL,0.1200,5.80,27.27,0.0,19.4,0,1,0.077421,0,0
19,SUNDAY,RESIDENCIAL,0.1900,1.54,27.87,0.0,20.0,0,0,0.176532,0,0
13,SUNDAY,COMERCIAL,0.2800,0.39,16.70,0.0,16.2,1,0,0.683640,0,0
9,SATURDAY,COMERCIAL,0.2800,11.68,157.78,0.0,26.0,0,1,0.478294,0,0
10,SUNDAY,COMERCIAL,0.1200,0.27,12.74,0.0,18.2,0,1,0.148263,0,1
17,WEDNESDAY,CONDOMINIO,0.0600,3.24,49.07,0.0,17.3,0,0,0.115401,1,1
13,FRIDAY,COMERCIAL,0.2500,1.43,6.79,0.0,15.9,1,1,0.246180,0,0
14,SUNDAY,RESIDENCIAL,0.1500,3.96,78.24,0.0,12.8,0,0,0.101375,0,0
11,SATURDAY,CONDOMINIO,0.1900,1.03,36.23,0.0,23.0,1,0,0.318792,0,0
12,THURSDAY,RESIDENCIAL,0.0900,1.84,24.87,0.0,20.0,0,0,0.079840,0,0
17,TUESDAY,CONDOMINIO,0.0500,22.09,158.91,0.0,15.6,0,1,0.148033,0,0
9,TUESDAY,RESIDENCIAL,0.2800,2.07,40.64,0.0,23.3,1,0,0.331881,0,1
17,SATURDAY,CONDOMINIO,0.1500,2.99,63.73,2.7,21.5,0,1,0.112163,0,0
6,FRIDAY,RESIDENCIAL,0.0600,1.58,44.81,0.4,29.3,0,1,0.043636,0,0
13,TUESDAY,RESIDENCIAL,0.1200,8.68,93.99,0.0,18.8,0,0,0.129991,0,0
13,SATURDAY,CONDOMINIO,0.0600,1.72,9.30,0.0,14.2,0,0,0.083494,0,0
22,FRIDAY,RESIDENCIAL,0.0900,1.96,14.01,0.0,22.7,0,0,0.110961,0,0
6,MONDAY,RESIDENCIAL,0.0800,2.46,37.97,0.0,28.4,0,1,0.045277,0,0
7,FRIDAY,RESIDENCIAL,0.0800,2.66,58.40,2.4,30.4,0,1,0.056578,0,0
14,THURSDAY,COMERCIAL,0.2800,4.74,37.89,0.0,21.0,2,1,0.601102,0,1
12,FRIDAY,RURAL,0.2200,3.96,66.80,10.1,18.6,0,1,0.244660,0,0
8,FRIDAY,RESIDENCIAL,0.2200,6.49,61.68,0.0,21.4,0,1,0.080688,0,0
10,THURSDAY,RESIDENCIAL,0.2200,2.41,33.29,10.8,23.5,0,1,0.107112,0,0
17,SUNDAY,COMERCIAL,0.1200,2.95,76.90,0.0,19.3,1,1,0.486841,0,1
15,TUESDAY,COMERCIAL,0.0500,1.19,20.83,0.0,21.1,0,1,0.053915,0,0
20,SATURDAY,RESIDENCIAL,0.1500,2.23,37.26,0.1,23.9,0,0,0.173258,0,0
1,THURSDAY,RESIDENCIAL,0.2200,1.67,79.38,0.0,27.3,0,1,0.146199,0,0
10,WEDNESDAY,RESIDENCIAL,0.1900,1.46,18.14,6.6,17.8,0,1,0.067362,0,0
14,FRIDAY,RESIDENCIAL,0.2800,8.49,41.44,0.0,17.2,0,1,0.113248,0,0
8,WEDNESDAY,CONDOMINIO,0.0800,1.47,35.82,0.0,28.8,1,1,0.178878,0,0
6,WEDNESDAY,CONDOMINIO,0.2500,6.64,23.65,0.0,27.1,2,0,0.701112,0,1
7,WEDNESDAY,RESIDENCIAL,0.1900,4.00,39.41,0.0,26.0,1,0,0.276406,0,1
19,WEDNESDAY,RESIDENCIAL,0.1200,1.14,24.79,4.5,15.5,0,1,0.101576,0,0
23,THURSDAY,RESIDENCIAL,0.0800,5.52,57.65,0.0,26.3,0,0,0.143638,0,0
14,FRIDAY,RURAL,0.2200,1.56,25.22,0.0,19.2,1,0,0.463535,0,1
10,FRIDAY,COMERCIAL,0.2200,1.09,35.59,0.0,21.4,0,1,0.085302,0,0
21,MONDAY,RESIDENCIAL,0.2800,1.66,24.71,16.5,17.8,2,1,0.778826,0,1
9,SATURDAY,RESIDENCIAL,0.0600,0.55,34.91,0.0,24.0,0,1,0.033035,0,0
15,TUESDAY,CONDOMINIO,0.0500,1.00,6.70,0.0,16.3,0,1,0.053545,0,0
13,SATURDAY,RESIDENCIAL,0.2200,1.22,38.26,0.0,19.3,0,0,0.119155,0,1
11,WEDNESDAY,RESIDENCIAL,0.1500,2.37,43.68,0.0,23.4,0,1,0.054783,0,0
17,SATURDAY,RESIDENCIAL,0.0900,3.42,35.60,1.8,15.7,0,1,0.046659,0,0
11,MONDAY,COMERCIAL,0.2500,2.86,39.07,0.0,26.9,0,0,0.177377,0,1
20,TUESDAY,RESIDENCIAL,0.0800,2.01,51.46,0.0,27.0,0,0,0.163295,0,0
19,SUNDAY,RURAL,0.2800,1.61,30.31,0.0,21.6,1,0,0.660044,0,0
13,SUNDAY,RESIDENCIAL,0.1200,5.36,72.47,14.2,17.4,0,0,0.173773,0,1
13,SATURDAY,RESIDENCIAL,0.0800,1.86,32.71,0.9,14.8,0,1,0.040459,0,0
13,THURSDAY,COMERCIAL,0.2200,1.30,11.99,0.0,21.6,0,1,0.099075,0,1
10,WEDNESDAY,RESIDENCIAL,0.0800,6.10,48.06,0.5,24.6,1,0,0.210692,0,0
18,MONDAY,RESIDENCIAL,0.0900,1.54,24.35,0.4,18.7,0,0,0.134458,0,0
12,FRIDAY,RESIDENCIAL,0.0900,1.19,56.48,0.0,19.1,0,0,0.086881,0,0
18,TUESDAY,RESIDENCIAL,0.2800,3.54,19.93,0.0,22.5,1,1,0.386564,0,1
8,TUESDAY,CONDOMINIO,0.0800,14.98,51.92,0.0,28.0,0,1,0.096405,0,0
17,WEDNESDAY,COMERCIAL,0.2800,3.96,42.27,0.0,18.8,0,1,0.137535,0,1
21,THURSDAY,RESIDENCIAL,0.0900,3.73,63.67,0.0,25.2,0,1,0.110262,0,0
16,FRIDAY,RESIDENCIAL,0.1100,0.91,24.34,0.0,19.5,0,0,0.083181,0,0
17,FRIDAY,RESIDENCIAL,0.1500,2.54,33.52,0.0,14.4,3,1,0.619065,0,1
15,THURSDAY,COMERCIAL,0.0800,6.62,102.05,0.0,23.0,3,0,0.832535,0,1
7,SATURDAY,COMERCIAL,0.2800,0.81,17.43,0.0,26.1,0,1,0.285359,0,0
18,MONDAY,RESIDENCIAL,0.1200,1.53,26.63,0.0,19.9,0,0,0.150942,0,0
10,THURSDAY,COMERCIAL,0.3100,3.67,40.22,7.1,23.1,0,1,0.171381,0,0
12,WEDNESDAY,CONDOMINIO,0.1100,1.56,27.83,0.0,21.4,0,0,0.132196,0,0
11,TUESDAY,RESIDENCIAL,0.1500,0.66,15.29,0.0,26.2,0,1,0.049815,0,0
16,THURSDAY,RESIDENCIAL,0.1100,1.19,6.81,0.0,12.0,0,1,0.040582,0,0
9,THURSDAY,RESIDENCIAL,0.1200,5.78,56.77,6.4,23.1,0,0,0.119369,0,0
17,FRIDAY,COMERCIAL,0.1200,2.60,24.29,0.0,22.3,0,1,0.075032,0,0
10,THURSDAY,RESIDENCIAL,0.1200,0.93,5.58,0.0,21.3,0,0,0.066086,0,0
20,SUNDAY,RURAL,0.2200,4.66,76.06,0.0,23.2,3,0,0.948570,0,1
9,SATURDAY,RESIDENCIAL,0.3100,0.50,22.12,4.5,26.2,1,0,0.369929,0,0
12,TUESDAY,CONDOMINIO,0.2500,1.44,20.14,13.5,13.8,0,0,0.289063,0,0
13,THURSDAY,RESIDENCIAL,0.1500,2.19,6.44,0.0,20.6,1,1,0.153490,0,0
9,MONDAY,RESIDENCIAL,0.1900,3.38,42.44,0.0,22.3,2,0,0.515060,0,0
6,FRIDAY,RESIDENCIAL,0.2200,14.82,193.08,0.0,31.7,0,0,0.280258,0,1
19,MONDAY,COMERCIAL,0.0800,5.51,59.89,5.5,18.3,0,0,0.242469,0,1
15,MONDAY,RESIDENCIAL,0.0900,3.30,38.24,0.0,17.0,0,1,0.049054,0,0
8,THURSDAY,RESIDENCIAL,0.1500,5.67,13.81,0.0,27.2,1,0,0.238847,0,1
13,TUESDAY,RESIDENCIAL,0.1200,1.10,53.86,0.0,14.8,0,1,0.053098,0,0
17,FRIDAY,RESIDENCIAL,0.0800,3.06,58.41,1.3,15.3,0,1,0.051889,1,1
15,TUESDAY,COMERCIAL,0.2800,4.90,122.88,0.0,22.5,2,1,0.686546,0,1
15,TUESDAY,RESIDENCIAL,0.1200,1.63,8.22,0.0,18.9,0,1,0.048875,0,0
15,SUNDAY,RESIDENCIAL,0.0900,0.25,6.63,0.0,17.6,0,1,0.037139,0,0
15,WEDNESDAY,RESIDENCIAL,0.0500,1.29,33.71,0.0,16.6,0,1,0.039131,0,0
14,FRIDAY,CONDOMINIO,0.1100,3.64,52.48,0.0,14.3,1,0,0.315813,0,0
21,SATURDAY,COMERCIAL,0.2200,1.23,35.76,1.4,22.4,2,0,0.925172,0,1
8,MONDAY,RESIDENCIAL,0.1500,1.22,12.40,0.0,21.3,0,1,0.045482,0,0
19,SATURDAY,RESIDENCIAL,0.0500,3.61,35.23,5.4,23.1,1,0,0.351186,0,1
11,THURSDAY,RESIDENCIAL,0.2800,2.67,48.49,0.0,20.7,0,1,0.086646,0,0
7,SATURDAY,CONDOMINIO,0.2500,6.32,81.04,0.0,24.2,0,0,0.216897,0,1
6,SUNDAY,COMERCIAL,0.0500,5.35,89.64,0.0,23.8,0,0,0.282582,0,1
17,TUESDAY,COMERCIAL,0.2800,1.71,42.47,0.0,16.8,0,1,0.126599,0,0
18,SATURDAY,RESIDENCIAL,0.2800,1.20,55.74,0.0,22.6,2,0,0.764040,0,1
8,FRIDAY,RESIDENCIAL,0.0900,11.86,39.92,11.6,31.7,0,0,0.164129,0,0
10,SATURDAY,COMERCIAL,0.1500,1.17,21.95,0.0,25.4,0,1,0.193887,0,0
14,SATURDAY,COMERCIAL,0.0500,4.94,35.41,0.0,16.1,0,1,0.166192,0,0
2,SATURDAY,COMERCIAL,0.2200,2.02,69.66,0.0,31.4,0,0,0.583496,0,1
13,TUESDAY,CONDOMINIO,0.2200,2.43,34.30,0.0,16.5,0,0,0.183614,0,1
17,SATURDAY,RESIDENCIAL,0.2200,1.28,53.89,1.5,19.8,1,1,0.212664,0,0
22,THURSDAY,RESIDENCIAL,0.2200,5.15,82.99,4.3,19.7,0,1,0.164958,0,0
7,MONDAY,COMERCIAL,0.1900,1.51,38.69,4.2,26.6,0,1,0.101882,0,0
0,SUNDAY,RURAL,0.1900,1.24,34.11,0.0,29.5,1,1,0.417618,0,1
6,WEDNESDAY,CONDOMINIO,0.1500,5.10,60.88,0.0,29.4,1,0,0.379663,0,0
11,WEDNESDAY,COMERCIAL,0.1100,5.95,38.49,0.0,18.8,0,1,0.061152,0,0
16,WEDNESDAY,COMERCIAL,0.0500,0.65,10.59,0.0,16.3,0,1,0.046735,0,0
16,SUNDAY,RESIDENCIAL,0.2500,3.37,32.15,0.0,17.1,0,0,0.130658,0,0
13,MONDAY,CONDOMINIO,0.0800,2.41,37.50,6.8,16.2,1,1,0.233304,0,0
10,FRIDAY,RESIDENCIAL,0.1200,1.26,17.01,0.0,24.3,0,0,0.073477,0,0
17,THURSDAY,RESIDENCIAL,0.1200,2.22,16.13,0.0,17.4,0,1,0.049643,0,0
9,SATURDAY,RESIDENCIAL,0.3100,0.71,12.13,0.0,19.1,1,0,0.286646,0,0
9,SATURDAY,CONDOMINIO,0.2200,2.22,48.85,0.0,24.6,0,0,0.164228,0,0
11,MONDAY,RESIDENCIAL,0.0600,2.19,24.55,1.5,22.7,0,1,0.037850,0,0
7,FRIDAY,RESIDENCIAL,0.1100,4.24,63.77,0.0,23.2,0,1,0.052904,0,0
17,FRIDAY,RESIDENCIAL,0.2200,1.11,8.19,0.0,15.1,0,1,0.065529,0,0
6,SATURDAY,RESIDENCIAL,0.3100,2.84,20.81,0.0,30.5,0,1,0.095716,0,0
16,TUESDAY,CONDOMINIO,0.0500,7.25,124.53,5.1,15.2,0,0,0.184353,0,0
19,MONDAY,RESIDENCIAL,0.2500,2.73,48.51,1.8,20.5,0,1,0.175562,0,0
11,THURSDAY,CONDOMINIO,0.1500,2.83,14.87,0.0,20.3,0,0,0.117765,0,0
7,FRIDAY,COMERCIAL,0.1100,5.52,37.59,0.0,27.0,0,0,0.115921,0,0
8,TUESDAY,CONDOMINIO,0.0800,1.27,16.50,0.0,24.9,0,1,0.058181,0,0
14,SATURDAY,COMERCIAL,0.1500,13.47,157.88,0.0,26.1,0,1,0.423181,0,1
10,WEDNESDAY,RESIDENCIAL,0.1100,3.73,26.43,4.7,23.0,0,0,0.091994,0,0
7,SUNDAY,RESIDENCIAL,0.0500,6.63,83.56,1.7,30.4,0,1,0.053885,0,0
8,MONDAY,RESIDENCIAL,0.0800,2.68,26.94,3.4,27.5,0,0,0.083002,0,0
20,SUNDAY,RESIDENCIAL,0.2800,3.75,60.47,0.0,19.3,0,1,0.173881,0,0
14,TUESDAY,COMERCIAL,0.1100,1.15,8.30,0.0,24.0,0,0,0.112241,0,0
17,SATURDAY,COMERCIAL,0.1200,2.23,33.42,0.0,21.0,0,1,0.212391,0,0
18,SATURDAY,RESIDENCIAL,0.3100,1.51,33.24,13.7,18.6,1,0,0.656832,0,1
9,FRIDAY,RURAL,0.2800,6.57,59.23,0.0,26.7,0,1,0.198638,1,1
17,SUNDAY,RURAL,0.2500,3.33,89.13,0.0,21.7,0,1,0.193687,0,0
20,WEDNESDAY,CONDOMINIO,0.2500,1.86,22.09,0.0,24.9,1,1,0.470748,0,0
11,FRIDAY,RESIDENCIAL,0.2200,3.25,9.22,0.5,22.7,1,1,0.171452,0,0
5,TUESDAY,RURAL,0.3100,3.38,52.40,0.0,32.2,3,1,0.932648,0,1
13,WEDNESDAY,CONDOMINIO,0.0500,1.16,29.13,0.0,15.4,0,1,0.057515,0,0
21,FRIDAY,COMERCIAL,0.0800,3.58,51.71,0.0,27.9,0,1,0.138756,0,0
17,TUESDAY,COMERCIAL,0.1500,1.74,27.02,6.7,15.4,0,1,0.096309,0,0
13,SATURDAY,RURAL,0.2800,1.51,9.97,0.0,23.5,0,1,0.163506,0,0
11,SUNDAY,COMERCIAL,0.1200,0.97,28.56,0.0,19.9,0,0,0.252842,0,0
18,MONDAY,RESIDENCIAL,0.2800,0.46,6.54,0.0,21.0,0,1,0.151570,0,0
13,TUESDAY,RESIDENCIAL,0.0900,4.50,52.61,0.0,21.1,0,1,0.057592,0,0
18,FRIDAY,CONDOMINIO,0.3100,2.89,55.22,0.0,15.8,0,1,0.268770,0,0
14,FRIDAY,RESIDENCIAL,0.2200,2.73,41.89,3.6,20.5,0,0,0.159468,0,1
11,FRIDAY,RESIDENCIAL,0.1500,0.74,3.58,0.0,19.7,0,1,0.042161,0,0
13,TUESDAY,RESIDENCIAL,0.1100,16.53,157.12,0.1,19.8,0,0,0.187282,0,0
13,SUNDAY,RESIDENCIAL,0.2500,2.40,50.48,0.0,16.4,0,1,0.082407,0,0
16,MONDAY,RESIDENCIAL,0.3100,5.58,130.92,0.0,17.1,0,1,0.160459,0,0
12,SATURDAY,COMERCIAL,0.2200,10.35,153.57,0.0,24.0,0,1,0.458354,0,1
3,WEDNESDAY,RESIDENCIAL,0.0900,2.70,26.13,0.0,27.9,0,1,0.078712,0,0
21,FRIDAY,RESIDENCIAL,0.3100,4.64,41.71,0.0,24.0,1,1,0.450869,0,0
19,WEDNESDAY,CONDOMINIO,0.1100,3.28,31.82,0.0,19.1,0,1,0.139588,0,0
12,MONDAY,COMERCIAL,0.0500,0.97,33.47,0.0,17.3,0,1,0.052358,0,0
7,WEDNESDAY,RESIDENCIAL,0.1200,3.29,43.51,0.0,27.4,0,1,0.053875,0,0
11,THURSDAY,COMERCIAL,0.3100,2.08,32.79,4.0,23.0,0,1,0.143461,0,0
7,WEDNESDAY,RESIDENCIAL,0.2800,2.40,33.53,0.0,26.7,2,0,0.610192,0,1
12,WEDNESDAY,CONDOMINIO,0.1500,3.61,34.33,0.0,17.6,1,1,0.236777,0,0
11,THURSDAY,RURAL,0.3100,5.69,46.56,0.0,20.3,2,0,0.781510,0,0
0,WEDNESDAY,RESIDENCIAL,0.0600,4.33,40.85,0.0,30.3,0,0,0.132119,0,0
17,TUESDAY,RESIDENCIAL,0.3100,4.61,52.77,0.0,15.1,0,0,0.185175,0,1
8,TUESDAY,RESIDENCIAL,0.2800,5.51,25.05,14.2,26.0,0,1,0.163413,0,0
6,FRIDAY,RESIDENCIAL,0.0600,1.29,17.36,2.1,29.2,2,0,0.406173,0,1
11,THURSDAY,RESIDENCIAL,0.1900,2.54,28.37,2.3,14.9,1,1,0.152967,0,0
11,THURSDAY,CONDOMINIO,0.1100,2.77,62.52,0.0,21.6,0,1,0.075253,0,0
15,SUNDAY,RESIDENCIAL,0.0800,0.42,12.58,6.9,18.8,0,0,0.084503,0,0
13,TUESDAY,RESIDENCIAL,0.0500,2.19,6.25,0.0,19.0,0,1,0.037679,0,0
11,SUNDAY,COMERCIAL,0.1900,1.59,15.55,0.0,20.8,0,1,0.202289,0,0
12,MONDAY,RESIDENCIAL,0.3100,1.52,30.85,0.0,21.1,0,1,0.111392,0,1
14,SUNDAY,RESIDENCIAL,0.1500,2.75,35.92,6.8,21.9,0,0,0.130838,0,0
15,FRIDAY,RESIDENCIAL,0.1900,1.97,35.23,0.0,17.3,3,1,0.667338,0,1
8,MONDAY,CONDOMINIO,0.0900,2.95,16.90,17.4,26.2,0,1,0.131056,1,1
20,SUNDAY,RESIDENCIAL,0.1100,5.31,32.92,0.0,23.0,0,0,0.156359,0,0
18,TUESDAY,RESIDENCIAL,0.2800,1.27,8.33,0.0,18.5,0,1,0.148688,0,1
10,SUNDAY,CONDOMINIO,0.0600,2.39,35.46,0.0,17.3,0,1,0.046868,0,0
14,FRIDAY,COMERCIAL,0.0500,0.86,27.27,9.9,20.8,0,1,0.082571,0,0
14,FRIDAY,RESIDENCIAL,0.0900,1.46,22.92,0.0,16.6,0,1,0.043947,0,0
11,WEDNESDAY,COMERCIAL,0.1900,1.97,27.58,0.0,18.4,0,1,0.071596,0,0
14,THURSDAY,COMERCIAL,0.0500,2.20,14.31,12.8,20.0,0,1,0.090154,0,0
7,FRIDAY,CONDOMINIO,0.2800,0.86,38.92,0.0,25.5,1,1,0.311563,0,1
16,THURSDAY,RESIDENCIAL,0.0500,4.89,84.40,0.0,16.7,1,0,0.221637,0,0
13,SATURDAY,CONDOMINIO,0.3100,0.80,29.31,0.0,17.5,0,1,0.139103,0,0
10,SUNDAY,RESIDENCIAL,0.0600,5.88,94.70,0.0,23.0,0,0,0.077687,0,0
3,SUNDAY,COMERCIAL,0.2500,5.66,62.99,8.1,30.7,0,0,0.705153,0,1
15,FRIDAY,RESIDENCIAL,0.1100,1.12,17.64,0.0,22.9,0,0,0.086793,1,1
6,SUNDAY,RESIDENCIAL,0.1200,2.47,66.48,0.0,25.6,0,1,0.050674,0,0
13,WEDNESDAY,RESIDENCIAL,0.0600,5.45,81.03,0.0,15.3,0,0,0.087573,0,0
8,THURSDAY,COMERCIAL,0.2500,11.97,156.66,0.0,23.1,0,1,0.188145,0,1
12,WEDNESDAY,RESIDENCIAL,0.1100,3.03,58.97,2.1,16.9,0,1,0.062043,0,0
13,THURSDAY,COMERCIAL,0.1200,7.29,63.48,0.0,15.2,0,1,0.084724,0,0
18,FRIDAY,RESIDENCIAL,0.3100,2.26,41.06,1.2,19.2,3,1,0.869749,0,0
6,SATURDAY,RESIDENCIAL,0.2500,3.52,36.40,0.0,32.0,0,0,0.138668,0,0
13,SATURDAY,RESIDENCIAL,0.0800,3.47,35.84,10.0,15.8,0,1,0.063931,0,0
8,MONDAY,RESIDENCIAL,0.1500,2.20,45.91,0.0,23.3,0,1,0.054922,0,0
10,MONDAY,RESIDENCIAL,0.1900,1.13,19.38,0.0,20.1,1,1,0.144028,0,0
15,MONDAY,RESIDENCIAL,0.0500,3.79,50.86,0.0,20.7,0,1,0.047980,0,0
14,FRIDAY,RESIDENCIAL,0.1100,1.54,7.59,0.0,21.9,0,1,0.049588,0,0
12,SATURDAY,RESIDENCIAL,0.2500,11.44,111.01,0.0,19.8,0,1,0.133084,0,0
16,THURSDAY,COMERCIAL,0.1100,1.13,25.52,4.2,17.5,0,1,0.076515,0,0
7,TUESDAY,RESIDENCIAL,0.0800,6.50,31.37,0.0,22.6,0,0,0.073100,0,0
8,SUNDAY,CONDOMINIO,0.1100,4.23,52.34,0.0,22.4,0,1,0.069339,0,0
18,SUNDAY,RESIDENCIAL,0.3100,5.23,33.09,0.0,23.7,0,1,0.194209,0,0
7,SATURDAY,RESIDENCIAL,0.0900,0.65,30.41,2.5,27.5,0,1,0.043538,0,0
20,MONDAY,RESIDENCIAL,0.3100,5.50,45.95,14.7,24.9,0,1,0.359117,0,1
6,SATURDAY,RURAL,0.1900,2.50,40.45,0.0,27.6,0,1,0.117772,0,0
10,SUNDAY,COMERCIAL,0.3100,1.48,22.02,0.0,23.9,0,1,0.308547,0,0
17,SATURDAY,RESIDENCIAL,0.1200,12.59,105.35,0.0,13.8,3,1,0.688293,0,1
18,FRIDAY,COMERCIAL,0.0800,3.54,45.55,0.0,20.4,0,0,0.189802,0,0
10,SUNDAY,COMERCIAL,0.3100,6.12,94.74,0.0,21.4,0,0,0.524969,0,0
12,SATURDAY,RESIDENCIAL,0.3100,2.13,29.89,0.0,22.8,0,1,0.106102,0,0
11,MONDAY,RESIDENCIAL,0.0800,1.49,20.80,0.0,23.8,0,1,0.037923,0,0
9,WEDNESDAY,RESIDENCIAL,0.1200,2.11,31.56,0.0,19.0,0,1,0.042655,0,0
18,SUNDAY,COMERCIAL,0.2200,6.49,77.88,0.6,24.6,0,1,0.518184,0,1
6,TUESDAY,COMERCIAL,0.2500,2.31,48.73,4.0,30.2,1,1,0.328863,1,1
8,MONDAY,RESIDENCIAL,0.0500,4.41,85.57,11.3,28.4,1,0,0.316269,0,1
4,SUNDAY,RESIDENCIAL,0.0600,3.42,60.27,0.0,25.6,0,0,0.116972,0,0
19,SUNDAY,RESIDENCIAL,0.2800,3.16,13.25,0.0,20.0,2,0,0.731452,0,1
18,SUNDAY,RESIDENCIAL,0.1500,7.27,61.90,0.0,21.0,1,1,0.299297,0,0
17,TUESDAY,RESIDENCIAL,0.1900,14.20,228.25,0.0,18.1,0,0,0.276878,0,0
11,THURSDAY,RESIDENCIAL,0.1900,3.09,17.69,0.0,21.4,0,1,0.056573,0,0
7,TUESDAY,CONDOMINIO,0.1100,2.77,62.72,0.5,27.0,0,0,0.138552,0,0
10,TUESDAY,RURAL,0.1900,1.88,35.06,0.0,26.1,1,1,0.293020,0,1
19,THURSDAY,RESIDENCIAL,0.0600,6.21,44.33,4.5,22.9,0,0,0.179914,0,0
7,SUNDAY,COMERCIAL,0.1900,1.32,68.18,0.0,25.5,0,0,0.371852,0,1
10,MONDAY,RESIDENCIAL,0.0500,1.52,33.12,0.0,25.6,1,1,0.102705,0,1
8,THURSDAY,RESIDENCIAL,0.1100,4.69,67.42,0.0,26.9,2,1,0.357767,0,1
9,FRIDAY,RESIDENCIAL,0.1900,0.98,41.22,7.2,27.0,0,1,0.088135,0,0
23,SATURDAY,COMERCIAL,0.2800,3.04,40.43,3.7,27.9,0,1,0.508054,0,1
9,MONDAY,RESIDENCIAL,0.1900,3.72,52.95,0.0,26.3,2,0,0.547556,0,1
6,MONDAY,COMERCIAL,0.1900,3.03,82.17,0.0,27.1,3,1,0.760683,0,1
13,MONDAY,CONDOMINIO,0.2800,3.94,50.69,7.4,23.2,1,1,0.467113,0,0
17,SUNDAY,COMERCIAL,0.1900,1.40,41.58,0.0,22.9,2,0,0.854373,0,1
12,SATURDAY,RESIDENCIAL,0.0600,1.70,30.04,0.0,20.0,1,1,0.109356,0,0
13,SATURDAY,RESIDENCIAL,0.2200,2.64,56.78,0.0,18.4,1,1,0.204422,0,0
20,TUESDAY,RESIDENCIAL,0.2200,5.13,75.67,0.0,25.3,0,1,0.184964,0,0
16,TUESDAY,RESIDENCIAL,0.2800,1.29,22.31,0.0,21.5,2,1,0.492873,0,0
9,THURSDAY,CONDOMINIO,0.0500,2.33,47.11,0.0,25.7,0,1,0.060693,0,0
0,THURSDAY,COMERCIAL,0.0600,0.68,18.19,0.0,30.1,0,1,0.089624,0,0
12,SATURDAY,RESIDENCIAL,0.1500,5.23,27.06,6.1,17.3,0,0,0.120203,0,0
11,WEDNESDAY,CONDOMINIO,0.2200,6.02,57.00,9.8,15.0,0,0,0.240398,0,0
12,THURSDAY,RESIDENCIAL,0.0600,2.33,45.90,0.3,21.2,0,0,0.080865,0,0
13,TUESDAY,COMERCIAL,0.0800,8.59,76.59,0.0,17.9,2,1,0.449946,0,1
13,THURSDAY,RESIDENCIAL,0.2500,4.63,71.19,0.0,16.9,3,1,0.757406,0,0
12,FRIDAY,RESIDENCIAL,0.1100,1.04,10.09,0.6,22.1,0,0,0.085127,0,0
9,MONDAY,COMERCIAL,0.1900,1.43,61.04,0.0,24.2,0,1,0.088985,0,0
13,TUESDAY,RESIDENCIAL,0.1500,3.33,14.19,0.0,16.4,0,0,0.092626,0,0
18,WEDNESDAY,RESIDENCIAL,0.0800,0.58,14.59,0.0,22.7,2,1,0.437051,0,1
14,TUESDAY,RESIDENCIAL,0.2800,3.96,55.08,0.0,19.9,0,0,0.180542,0,0
13,FRIDAY,CONDOMINIO,0.1100,3.49,48.58,0.0,23.2,0,1,0.094112,0,0
10,WEDNESDAY,COMERCIAL,0.2800,5.96,60.13,2.7,19.7,0,0,0.218406,0,0
14,FRIDAY,RESIDENCIAL,0.0900,5.01,29.24,0.0,20.9,0,0,0.088686,0,0
9,THURSDAY,RESIDENCIAL,0.2200,1.15,16.03,0.0,25.2,0,1,0.064578,0,0
10,WEDNESDAY,RESIDENCIAL,0.1900,8.71,124.28,0.0,18.9,0,0,0.148410,0,0
13,MONDAY,RESIDENCIAL,0.2800,2.71,64.55,0.0,19.6,1,1,0.276468,0,0
20,WEDNESDAY,RESIDENCIAL,0.2500,6.10,88.09,3.9,23.4,1,0,0.622074,0,1
11,WEDNESDAY,RESIDENCIAL,0.2200,1.62,69.60,0.0,20.4,0,0,0.119929,0,0
10,MONDAY,CONDOMINIO,0.0600,1.51,59.09,0.0,18.4,0,0,0.093817,0,1
